input_address,candidate_address,score,x,y,HouseNumber,StreetName,StreetType,UnitNumber,Locality,State,Postcode,Valuation,SystemValuation,Ref_ID,Addr_type
"16 GLENEAGLES, Aberfoyle Park, SA","16 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60780710377094,-35.07952926816303,16,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,146028626*,788280,1215237,Address
"17 GLENEAGLES, Aberfoyle Park, SA","17 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60880646237672,-35.07955746135299,17,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285558,788271,503678,Address
"18 GLENEAGLES, Aberfoyle Park, SA","18 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6081286261075,-35.07968223121493,18,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285785,788279,503698,Address
"19 GLENEAGLES, Aberfoyle Park, SA","19 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6090420554694,-35.07965163860455,19,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285603,788272,1215219,Address
"20 GLENEAGLES, Aberfoyle Park, SA","20 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60826539307155,-35.07976411143683,20,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285769,788278,503697,Address
"21 GLENEAGLES, Aberfoyle Park, SA","21 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60924720591547,-35.07935695978398,21,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,146028562*,830116,523955,Address
"22 GLENEAGLES, Aberfoyle Park, SA","22 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60839751115853,-35.07984464198475,22,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285742,788277,1215236,Address
"24 GLENEAGLES, Aberfoyle Park, SA","24 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60853112888327,-35.079924122786224,24,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285726,788276,503696,Address
"26 GLENEAGLES, Aberfoyle Park, SA","26 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6086681957749,-35.079999854493295,26,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285689,788275,1215235,Address
"28 GLENEAGLES, Aberfoyle Park, SA","28 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60884950198053,-35.08011667627509,28,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285662,788274,503695,Address
"3 GLENEAGLES, Aberfoyle Park, SA","3 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60802050222472,-35.0783893934988,3,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285101,795382,535216,Address
"30 GLENEAGLES, Aberfoyle Park, SA","30 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60909799195798,-35.08023514765843,30,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285654,788273,503679,Address
"4 GLENEAGLES, Aberfoyle Park, SA","4 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60754421727097,-35.078188292074685,4,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460284950,795379,535213,Address
"5 GLENEAGLES, Aberfoyle Park, SA","5 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6080053558833,-35.07857714814683,5,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285152,795383,1215307,Address
"6 GLENEAGLES, Aberfoyle Park, SA","6 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60750687629064,-35.07835655143178,6,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,146028490*,795378,534923,Address
"7 GLENEAGLES, Aberfoyle Park, SA","7 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6080555937484,-35.078798494680754,7,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285304,788266,503385,Address
"8 GLENEAGLES, Aberfoyle Park, SA","8 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60745198954848,-35.07854220658693,8,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460284854,788265,503384,Address
"9 GLENEAGLES, Aberfoyle Park, SA","9 GLENEAGLES ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6080675908505,-35.078988348821646,9,GLENEAGLES,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285355,788267,1214947,Address
"1 GLEN EYRE, Aberfoyle Park, SA","1 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6054841648749,-35.06082578597354,1,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310044,860404,543081,Address
"10 GLEN EYRE, Aberfoyle Park, SA","10 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6066318376555,-35.06043153120545,10,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310247,860414,543415,Address
"11 GLEN EYRE, Aberfoyle Park, SA","11 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6067695044022,-35.06054535371172,11,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310263,860415,543416,Address
"12 GLEN EYRE, Aberfoyle Park, SA","12 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60702144354653,-35.060703715459574,12,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310300,860417,543418,Address
"13 GLEN EYRE, Aberfoyle Park, SA","13 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60692396709186,-35.06085427909105,13,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310327,860418,543419,Address
"14 GLEN EYRE, Aberfoyle Park, SA","14 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60684598592815,-35.06098564735915,14,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310343,860419,543420,Address
"15 GLEN EYRE, Aberfoyle Park, SA","15 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60677610280837,-35.061102769068505,15,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145631036*,860420,543421,Address
"16 GLEN EYRE, Aberfoyle Park, SA","16 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60669182316605,-35.061243735018294,16,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310386,860421,543422,Address
"17 GLEN EYRE, Aberfoyle Park, SA","17 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60660139500888,-35.06142939017345,17,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310407,860422,543423,Address
"18 GLEN EYRE, Aberfoyle Park, SA","18 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6064337355069,-35.06176126001057,18,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310423,860423,543424,Address
"19 GLEN EYRE, Aberfoyle Park, SA","19 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6062578279972,-35.06162389319141,19,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145631044*,860424,543425,Address
"2 GLEN EYRE, Aberfoyle Park, SA","2 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60560338607712,-35.06071616245301,2,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310060,860405,543082,Address
"20 GLEN EYRE, Aberfoyle Park, SA","20 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6061093638586,-35.06146613129866,20,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310466,860425,543426,Address
"21 GLEN EYRE, Aberfoyle Park, SA","21 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60599584127988,-35.06127462755623,21,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310482,860426,543719,Address
"22 GLEN EYRE, Aberfoyle Park, SA","22 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6062350335032,-35.0611351612442,22,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310503,860427,540528,Address
"23 GLEN EYRE, Aberfoyle Park, SA","23 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60632801104455,-35.0610228383757,23,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145631052*,860428,540529,Address
"24 GLEN EYRE, Aberfoyle Park, SA","24 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6064761752556,-35.06086267706253,24,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310546,860429,540530,Address
"25 GLEN EYRE, Aberfoyle Park, SA","25 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60634900597324,-35.06074600524451,25,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310562,860430,541757,Address
"26 GLEN EYRE, Aberfoyle Park, SA","26 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60622018708935,-35.060645379550564,26,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310589,860431,541758,Address
"27 GLEN EYRE, Aberfoyle Park, SA","27 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60606542447212,-35.060860577569656,27,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145631060*,860432,541759,Address
"28 GLEN EYRE, Aberfoyle Park, SA","28 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60591096178246,-35.061000493773015,28,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310626,860433,541760,Address
"29 GLEN EYRE, Aberfoyle Park, SA","29 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6057627975714,-35.061139660157494,29,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310642,860434,541761,Address
"3 GLEN EYRE, Aberfoyle Park, SA","3 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60571061017723,-35.060619585781026,3,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310087,860406,543083,Address
"4 GLEN EYRE, Aberfoyle Park, SA","4 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60581768431356,-35.06052300910904,4,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310108,860407,1213697,Address
"5 GLEN EYRE, Aberfoyle Park, SA","5 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60592835758052,-35.060423133233975,5,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310124,860408,543084,Address
"6 GLEN EYRE, Aberfoyle Park, SA","6 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6060502781307,-35.06031320978589,6,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310140,860409,543085,Address
"7 GLEN EYRE, Aberfoyle Park, SA","7 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60618329600035,-35.060193388728564,7,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310167,860410,543086,Address
"8 GLEN EYRE, Aberfoyle Park, SA","8 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6063080658623,-35.060077616693206,8,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310183,860411,543413,Address
"9 GLEN EYRE, Aberfoyle Park, SA","9 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60650256888025,-35.06032190768492,9,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310220,860413,543414,Address
"LOT31 GLEN EYRE, Aberfoyle Park, SA","LOT 31 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.6060021397585,-35.06157080601457,LOT 31,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310669,860435,541762,Address
"LOT32 GLEN EYRE, Aberfoyle Park, SA","LOT 32 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.6065157656926,-35.06014944934209,LOT 32,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456310204,860412,1214011,Address
"LOT33 GLEN EYRE, Aberfoyle Park, SA","LOT 33 GLEN EYRE COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.60697405499317,-35.06053290671828,LOT 33,GLEN EYRE,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,145631028*,860416,543417,Address
"1 GORDO, Aberfoyle Park, SA","1 GORDO STREET, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.5984673597783,-35.06218205836708,1,GORDO,STREET,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458448004,234954,134890,Address
"3 GORDO, Aberfoyle Park, SA","3 GORDO STREET, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.59867790892034,-35.0622720366329,3,GORDO,STREET,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458449007,234955,134891,Address
"5 GORDO, Aberfoyle Park, SA","5 GORDO STREET, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.59889310693944,-35.0623615650074,5,GORDO,STREET,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1458450008,234956,134892,Address
"10 GOSS, Aberfoyle Park, SA","10 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6154969462959,-35.06126472994699,10,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456250002,234176,143711,Address
"11 GOSS, Aberfoyle Park, SA","11 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6159051476952,-35.061044433159495,11,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456173000,234099,133876,Address
"13 GOSS, Aberfoyle Park, SA","13 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61605151234093,-35.061225739365135,13,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456174003,234100,133877,Address
"15 GOSS, Aberfoyle Park, SA","15 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61611974585918,-35.06145143484858,15,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456175006,234101,1186873,Address
"17 GOSS, Aberfoyle Park, SA","17 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61597218150322,-35.06160064880607,17,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456176009,234102,133878,Address
"3 GOSS, Aberfoyle Park, SA","3 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61545330683697,-35.060389841275615,3,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456169001,234095,1186872,Address
"4 GOSS, Aberfoyle Park, SA","4 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61507509819296,-35.06078199655084,4,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456253000,234179,143714,Address
"5 GOSS, Aberfoyle Park, SA","5 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61556622956059,-35.06055225204543,5,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456170002,234096,133873,Address
"6 GOSS, Aberfoyle Park, SA","6 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61519072026454,-35.06092626170371,6,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456252008,234178,143713,Address
"7 GOSS, Aberfoyle Park, SA","7 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61567960217553,-35.06071901176476,7,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456171005,234097,133874,Address
"8 GOSS, Aberfoyle Park, SA","8 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61532283835152,-35.06107532569743,8,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456251005,234177,143712,Address
"9 GOSS, Aberfoyle Park, SA","9 GOSS ROAD, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61579447442824,-35.06088037278814,9,GOSS,ROAD,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456172008,234098,133875,Address
"10 GRANDVIEW, Aberfoyle Park, SA","10 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6091219861622,-35.08083335316239,10,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460286024,819661,535383,Address
"11 GRANDVIEW, Aberfoyle Park, SA","11 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60909379297223,-35.08108544227047,11,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460286040,819662,530725,Address
"13 GRANDVIEW, Aberfoyle Park, SA","13 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60844609942208,-35.08093472867522,13,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460286083,819664,530727,Address
"14 GRANDVIEW, Aberfoyle Park, SA","14 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6082193541922,-35.08081100855971,14,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460286120,819665,532782,Address
"15 GRANDVIEW, Aberfoyle Park, SA","15 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6079494193947,-35.08071788105458,15,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460286147,819666,533074,Address
"16 GRANDVIEW, Aberfoyle Park, SA","16 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60789198326836,-35.080412254878325,16,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460286163,819667,1215042,Address
"18 GRANDVIEW, Aberfoyle Park, SA","18 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60764574274756,-35.08026244106573,18,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460286243,819669,533408,Address
"2 GRANDVIEW, Aberfoyle Park, SA","2 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60793337327064,-35.07991662459741,2,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285822,819653,535376,Address
"3 GRANDVIEW, Aberfoyle Park, SA","3 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60808693617767,-35.08001440097961,3,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285849,819654,1215074,Address
"4 GRANDVIEW, Aberfoyle Park, SA","4 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6082428985051,-35.08010932805005,4,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285865,819655,535377,Address
"5 GRANDVIEW, Aberfoyle Park, SA","5 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60839871086876,-35.08020425512049,5,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285881,819656,535378,Address
"6 GRANDVIEW, Aberfoyle Park, SA","6 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.608562171385,-35.08029873229961,6,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285929,819657,535379,Address
"7 GRANDVIEW, Aberfoyle Park, SA","7 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6087424278442,-35.08039800831957,7,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285945,819658,535380,Address
"8 GRANDVIEW, Aberfoyle Park, SA","8 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.60892088473807,-35.08049728433953,8,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285961,819659,535381,Address
"9 GRANDVIEW, Aberfoyle Park, SA","9 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6090560021006,-35.080631201991835,9,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460285988,819660,535382,Address
"LOT11 GRANDVIEW, Aberfoyle Park, SA","LOT 11 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.6087556246565,-35.08107524473368,LOT 11,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1460286067,819663,530726,Address
"LOT17 GRANDVIEW, Aberfoyle Park, SA","LOT 17 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.60754436723474,-35.08061395615755,LOT 17,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,146028618*,819668,533407,Address
"LOT5 GRANDVIEW, Aberfoyle Park, SA","LOT 5 GRANDVIEW COURT, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",68.24,138.6065511571438,-35.081007761034314,LOT 5,GRANDVIEW,COURT,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1461167668,819670,533409,Address
"1 GRASSDALE, Aberfoyle Park, SA","1 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61207537277414,-35.064057655318194,1,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456622005,234332,143856,Address
"10 GRASSDALE, Aberfoyle Park, SA","10 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61258569950513,-35.06434783522548,10,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456631008,234341,142812,Address
"2 GRASSDALE, Aberfoyle Park, SA","2 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61234545753538,-35.06395298060229,2,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456623008,234333,143857,Address
"3 GRASSDALE, Aberfoyle Park, SA","3 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61262603976098,-35.06392478741233,3,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456624000,234334,143858,Address
"4 GRASSDALE, Aberfoyle Park, SA","4 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61290917137077,-35.06398117379225,4,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456625003,234335,143859,Address
"5 GRASSDALE, Aberfoyle Park, SA","5 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.6130637840242,-35.0641776263393,5,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456626006,234336,142807,Address
"6 GRASSDALE, Aberfoyle Park, SA","6 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61320549979288,-35.06432414094882,6,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456627009,234337,142808,Address
"7 GRASSDALE, Aberfoyle Park, SA","7 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61329607791382,-35.064496599291644,7,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456628001,234338,142809,Address
"8 GRASSDALE, Aberfoyle Park, SA","8 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61315736142066,-35.06468075480904,8,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456629004,234339,142810,Address
"9 GRASSDALE, Aberfoyle Park, SA","9 GRASSDALE RISE, ABERFOYLE PARK, SOUTH AUSTRALIA, 5159",89.24,138.61266952925612,-35.06452959132245,9,GRASSDALE,RISE,,ABERFOYLE PARK,SOUTH AUSTRALIA,5159,1456630005,234340,142811,Address
